FES Scenario,Building Block ID Number,Unit,DNO License Area,GSP,Latitude,Longitude,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
Leading the Way,Lct_BB009,Number,SPD,Linnmill,55.90309249,-4.256810541,752.6,774.0,802.8,831.9,756.8,871.6,919.8,1000.0,1096.5,1223.6,1700.4,1930.9,2198.8,2508.2,3012.9,5532.8,6364.0,7166.7,7979.8,8770.7,12152.2,13118.1,13974.8,14721.5,15342.6,17817.6,18361.5,18903.3,19408.3,19529.7,
Leading the Way,Lct_BB009,Number,SPD,Livingston East,55.90742562,-3.506793016,560.6,574.1,596.4,620.1,648.3,746.2,787.4,856.9,938.8,1047.0,1456.2,1654.4,1883.0,2148.3,2579.4,4737.6,5449.3,6137.7,6833.9,7510.1,10406.8,11233.5,11966.8,12606.8,13138.7,15258.5,15723.0,16189.0,16620.2,16724.1,
Leading the Way,Lct_BB009,Number,SPD,Maybole,55.33702251,-4.677001696,145.9,153.1,157.7,165.5,172.1,197.9,208.4,227.7,249.0,278.4,387.2,438.8,500.7,571.0,685.3,1258.3,1447.7,1630.3,1816.0,1995.2,2765.3,2985.7,3180.6,3350.4,3491.6,4054.1,4178.8,4302.3,4416.6,4444.2,
Leading the Way,Lct_BB009,Number,SPD,Moffat,55.04156,-3.55834,0.0,0.0,210.7,218.7,228.4,262.6,276.9,301.5,330.3,368.7,512.4,581.8,662.6,755.9,907.8,1667.3,1917.6,2159.5,2404.1,2642.5,3661.3,3952.5,4210.7,4435.4,4622.4,5368.1,5531.9,5695.6,5847.7,5884.3,
Leading the Way,Lct_BB009,Number,SPD,Newarthill,55.82132428,-3.936001294,1152.0,1182.3,1224.3,1273.2,1329.6,1530.8,1614.0,1756.5,1925.9,2149.4,2987.9,3391.6,3862.2,4405.7,5291.1,9717.6,11177.8,12588.9,14015.0,15403.2,21343.2,23040.8,24544.5,25856.8,26946.1,31294.7,32248.8,33201.8,34089.3,34302.5,
Leading the Way,Lct_BB009,Number,SPD,Newton Stewart,54.9484212,-4.491001462,84.5,85.1,86.0,90.5,93.4,108.6,114.4,124.9,135.8,152.0,210.7,239.8,273.4,312.1,374.3,686.9,791.1,889.5,991.1,1088.8,1509.7,1630.1,1735.6,1829.2,1905.7,2213.7,2279.8,2348.4,2411.3,2426.4,
Leading the Way,Lct_BB009,Number,SPD,Paisley,55.83912425,-4.410701638,238.1,246.7,258.0,267.0,280.2,322.3,339.9,370.0,404.5,451.8,627.8,713.7,811.8,926.5,1113.1,2043.4,2350.1,2646.7,2946.6,3239.3,4488.1,4844.1,5161.1,5436.6,5665.2,6580.5,6780.1,6980.2,7167.1,7211.9,
Leading the Way,Lct_BB009,Number,SPD,Partick,55.86952437,-4.316101576,522.2,540.1,559.1,580.3,606.2,704.1,741.2,806.3,884.5,987.3,1379.4,1564.7,1782.5,2033.5,2441.5,4512.4,5190.5,5844.6,6507.5,7152.7,9928.9,10718.4,11418.6,12028.9,12534.8,14574.1,15019.1,15463.3,15876.6,15975.9,
Leading the Way,Lct_BB009,Number,SPD,Port Dundas,55.87312439,-4.253801532,384.0,395.5,410.0,428.1,446.9,518.5,546.5,594.5,652.0,725.9,1014.9,1152.5,1311.1,1496.1,1797.0,3320.5,3819.4,4300.3,4787.9,5263.1,7306.7,7886.9,8401.4,8850.9,9223.4,10724.7,11051.3,11379.1,11682.3,11755.3,
Leading the Way,Lct_BB009,Number,SPD,Portobello,55.95232481,-3.122500765,1082.8,1114.3,1158.3,1202.6,1256.3,1446.8,1525.2,1658.5,1818.8,2030.1,2821.3,3203.7,3648.8,4160.8,4998.4,9179.3,10557.4,11890.4,13239.0,14551.2,20160.7,21763.8,23184.3,24425.0,25454.4,29560.8,30461.9,31362.7,32201.0,32402.4,
Leading the Way,Lct_BB009,Number,SPD,Ravenscraig,55.76416809,-3.928794278,61.4,68.0,68.8,72.8,75.1,87.6,92.2,99.6,108.7,122.2,169.4,192.1,219.0,249.1,299.7,549.8,633.4,713.1,793.8,871.7,1208.4,1304.7,1390.0,1463.7,1525.9,1771.6,1826.5,1880.7,1930.1,1942.1,
Leading the Way,Lct_BB009,Number,SPD,Redhouse,56.14532543,-3.148000806,430.1,442.3,455.9,474.4,496.3,576.3,606.3,660.9,724.5,808.3,1127.4,1280.1,1458.9,1664.0,1998.2,3691.3,4246.1,4781.6,5323.5,5851.2,8123.9,8769.1,9342.2,9840.5,10255.8,11924.8,12287.6,12650.6,12989.0,13070.3,
Leading the Way,Lct_BB009,Number,SPD,Saltcoats A,55.64602353,-4.793801871,176.6,182.9,189.2,196.4,205.1,240.0,252.8,275.1,300.4,335.3,469.7,532.8,606.7,692.8,831.7,1534.0,1764.4,1987.6,2212.2,2431.0,3371.0,3639.6,3877.9,4084.7,4256.2,4944.8,5095.4,5247.7,5387.4,5421.1,
Leading the Way,Lct_BB009,Number,SPD,Saltcoats B,55.64602353,-4.793801871,314.9,323.2,335.5,346.4,362.6,425.6,447.5,486.9,534.3,596.7,834.2,946.4,1078.2,1230.2,1476.2,2725.9,3133.9,3530.4,3930.3,4319.1,5990.2,6466.5,6888.9,7256.3,7562.8,8786.0,9053.3,9321.9,9570.1,9629.9,
Leading the Way,Lct_BB009,Number,SPD,Shrubhill,55.96532485,-3.184900808,599.0,620.9,642.2,666.4,697.8,804.0,847.1,920.1,1009.8,1126.6,1565.8,1779.2,2025.2,2310.6,2775.0,5095.4,5861.5,6601.4,7348.7,8077.1,11192.1,12081.7,12869.9,13558.1,14130.5,16409.5,16909.9,17410.6,17875.1,17986.9,
Leading the Way,Lct_BB009,Number,SPD,Sighthill,55.92572471,-3.30000088,1075.2,1105.8,1144.0,1189.4,1243.5,1431.0,1509.8,1641.1,1800.7,2008.8,2792.9,3171.5,3611.1,4118.8,4946.3,9085.5,10448.9,11768.0,13102.5,14400.4,19953.7,21540.2,22945.6,24172.8,25191.4,29256.2,30148.7,31039.9,31868.4,32067.8,
Leading the Way,Lct_BB009,Number,SPD,Spango Valley,55.93552448,-4.81130197,299.5,310.5,321.1,333.2,348.0,401.1,423.6,460.1,504.1,562.6,781.5,887.5,1011.2,1153.2,1384.7,2544.1,2927.1,3295.6,3669.2,4034.0,5588.4,6033.2,6427.1,6771.1,7056.3,8195.0,8443.4,8694.5,8926.7,8982.5,
Leading the Way,Lct_BB009,Number,SPD,St Andrews Cross,56.34068707,-2.795897584,376.3,382.8,398.5,414.8,434.0,499.2,526.0,572.3,627.9,700.4,973.7,1104.8,1258.1,1435.9,1723.8,3166.1,3641.6,4100.6,4565.3,5018.8,6953.6,7506.0,7996.2,8424.7,8778.6,10195.8,10505.6,10816.5,11105.7,11175.2,
Leading the Way,Lct_BB009,Number,SPD,Stirling,56.11572524,-3.91460134,499.2,514.6,530.4,551.7,576.9,670.8,707.1,768.4,842.2,940.5,1312.4,1490.4,1697.5,1935.6,2324.7,4296.0,4940.3,5564.6,6194.4,6808.8,9452.5,10203.3,10870.5,11451.1,11934.2,13874.9,14298.7,14721.1,15114.6,15209.1,
Leading the Way,Lct_BB009,Number,SPD,Strathaven,55.75262403,-4.08020138,599.0,616.7,642.2,666.4,695.9,802.2,845.4,920.1,1008.2,1125.1,1564.4,1776.4,2022.4,2307.8,2770.8,5089.7,5854.3,6592.7,7339.8,8066.6,11178.4,12066.3,12854.2,13542.1,14112.6,16389.9,16888.5,17389.0,17853.4,17965.1,
Leading the Way,Lct_BB009,Number,SPD,Strathleven,55.94692457,-4.576101791,437.7,446.6,464.5,481.0,503.6,585.0,616.6,670.3,735.1,819.7,1144.5,1299.7,1479.9,1687.8,2027.8,3747.6,4309.7,4854.5,5403.6,5940.2,8245.7,8901.7,9482.0,9989.0,10410.0,12103.3,12472.2,12842.0,13184.5,13267.0,
Leading the Way,Lct_BB009,Number,SPD,Telford Road,55.96152483,-3.241300845,453.1,467.8,484.5,503.1,525.6,604.3,637.1,692.5,760.7,848.1,1178.6,1339.0,1524.5,1738.2,2088.3,3834.2,4410.9,4966.7,5529.7,6079.0,8422.2,9091.4,9684.6,10202.9,10632.4,12348.9,12724.4,13101.7,13451.9,13536.0,
Leading the Way,Lct_BB009,Number,SPD,Tongland,54.85452096,-4.026001148,207.4,208.4,217.9,225.1,236.2,271.5,286.9,311.5,341.1,380.7,529.5,601.5,684.8,782.3,938.6,1724.5,1982.8,2234.0,2486.7,2732.6,3786.5,4088.4,4355.4,4587.5,4780.5,5552.3,5721.8,5891.7,6049.2,6087.0,
Leading the Way,Lct_BB009,Number,SPD,West George Street,55.86262436,-4.264101537,207.4,208.4,217.9,227.3,236.2,275.0,290.3,314.6,345.6,386.4,538.1,611.3,696.0,794.9,954.1,1763.4,2027.6,2283.6,2543.0,2794.4,3879.3,4187.1,4460.6,4699.2,4897.4,5694.7,5868.5,6041.5,6202.9,6241.7,
Leading the Way,Lct_BB009,Number,SPD,Westfield,56.16282547,-3.29590091,491.5,506.1,521.8,542.8,567.7,658.6,695.1,755.7,828.6,924.8,1291.1,1465.2,1668.2,1903.4,2285.3,4223.8,4857.8,5471.3,6090.6,6694.2,9294.3,10032.1,10688.3,11259.6,11732.9,13642.4,14058.1,14474.7,14860.6,14953.5,
Leading the Way,Lct_BB009,Number,SPD,Whitehouse,55.93022473,-3.199400813,806.4,825.1,857.3,891.5,932.2,1071.9,1130.6,1230.0,1349.4,1504.5,2092.5,2375.1,2704.5,3084.6,3705.2,6805.5,7826.9,8815.0,9814.6,10787.1,14946.6,16136.2,17189.2,18108.8,18870.4,21916.0,22583.9,23252.4,23872.5,24021.8,
Leading the Way,Lct_BB009,Number,SPD,Wishaw,55.76416809,-3.928794278,929.2,952.7,989.2,1028.3,1073.2,1236.6,1303.2,1416.6,1554.6,1734.6,2411.4,2736.8,3117.4,3556.2,4270.9,7843.0,9021.5,10159.5,11311.7,12432.4,17226.4,18596.1,19809.0,20868.7,21748.5,25257.8,26027.5,26797.5,27513.7,27685.8,
Leading the Way,Lct_BB009,Number,SPM,Birkenhead,53.36590537,-3.061295921,1612.7,1654.4,1717.4,1785.2,1866.2,1828.6,1926.5,2096.4,2298.7,2564.3,2825.6,3207.9,3652.9,4166.4,5004.0,5363.8,6169.5,6948.5,7736.0,8502.4,8833.1,9535.5,10157.4,10700.9,11151.8,11163.5,11504.6,11845.1,12160.2,12236.2,
Leading the Way,Lct_BB009,Number,SPM,Capenhurst,53.26621,-2.948,1666.5,1713.9,1777.6,1846.9,1932.1,1891.7,1994.9,2169.1,2380.3,2655.2,2925.3,3321.5,3782.7,4314.8,5181.3,5554.3,6387.9,7193.5,8009.0,8802.5,9145.1,9871.7,10515.5,11079.2,11544.6,11558.1,11911.8,12262.8,12591.3,12670.1,
Leading the Way,Lct_BB009,Number,SPM,Connah's Quay,53.22754949,-3.072662698,1282.5,1322.7,1370.5,1423.3,1487.1,1410.0,1485.9,1615.8,1772.0,1977.5,2196.4,2494.3,2839.8,3238.5,3889.5,4205.1,4836.1,5448.0,6065.3,6665.6,7143.8,7711.1,8214.5,8654.6,9018.8,9192.1,9473.7,9753.0,10014.6,10077.2,
Leading the Way,Lct_BB009,Number,SPM,Fiddlers Ferry,53.37157,-2.68833,2518.9,2590.0,2686.5,2789.2,2915.6,2870.8,3026.5,3291.6,3610.4,4027.5,4495.3,5104.9,5812.1,6631.0,7963.4,8724.7,10035.3,11302.8,12583.2,13830.3,14611.8,15773.8,16804.4,17701.8,18448.4,18693.7,19263.9,19832.2,20361.7,20489.0,
Leading the Way,Lct_BB009,Number,SPM,Frodsham,53.30938,-2.71734,4861.2,4997.2,5183.7,5386.4,5629.7,5515.6,5813.8,6324.0,6937.0,7738.2,8526.6,9681.3,11023.0,12574.8,15102.1,16186.8,18618.5,20968.0,23344.4,25658.0,26654.6,28774.7,30651.2,32291.0,33651.8,33688.5,34716.5,35743.3,36697.8,36927.3,
Leading the Way,Lct_BB009,Number,SPM,Imperial Park,51.54742249,-3.031499838,192.0,199.9,206.4,214.0,223.4,161.1,169.1,185.0,202.3,225.9,249.1,283.2,322.2,368.1,441.9,448.8,516.3,580.4,646.9,710.3,869.0,939.2,998.9,1053.5,1097.3,1115.0,1149.0,1183.3,1214.8,1222.4,
Leading the Way,Lct_BB009,Number,SPM,Kirkby (_D),53.46933833,-2.849475138,1413.1,1454.5,1508.1,1566.7,1637.3,1611.4,1699.4,1848.2,2027.1,2261.7,2525.3,2867.2,3263.8,3722.8,4472.1,4899.2,5635.9,6346.2,7065.3,7766.5,8204.6,8857.0,9434.9,9941.1,10359.7,10497.1,10817.2,11136.1,11433.3,11504.8,
Leading the Way,Lct_BB009,Number,SPM,Legacy,53.02887143,-3.052035712,3916.6,4023.3,4174.5,4338.2,4532.7,4643.3,4894.9,5324.8,5841.2,6515.0,7121.7,8087.1,9208.4,10503.5,12614.2,13509.9,15539.6,17500.3,19483.8,21415.8,21691.7,23417.1,24945.0,26279.8,27386.1,26795.3,27613.3,28428.5,29188.1,29370.7,
Leading the Way,Lct_BB009,Number,SPM,Lister Drive,53.41942,-2.92383,1535.9,1582.1,1640.0,1703.5,1780.1,1753.3,1848.0,2009.4,2205.2,2459.1,2744.5,3116.8,3548.3,4048.8,4861.9,5327.8,6127.6,6900.4,7682.6,8445.1,8921.4,9631.2,10259.5,10807.8,11263.8,11414.0,11761.7,12109.7,12432.6,12510.3,
Leading the Way,Lct_BB009,Number,SPM,Pentir,53.18701242,-4.159564119,368.6,382.8,395.7,412.6,430.4,311.8,327.9,357.3,392.4,437.6,475.4,539.8,613.7,699.8,841.5,813.9,937.1,1055.8,1175.1,1290.9,1524.9,1645.5,1752.8,1846.8,1925.2,1941.9,2001.2,2060.4,2115.5,2128.8,
Leading the Way,Lct_BB009,Number,SPM,Rainhill,53.42106459,-2.73775936,1351.6,1386.5,1436.4,1493.9,1560.3,1537.9,1620.8,1762.8,1933.5,2156.5,2407.1,2732.6,3111.8,3550.6,4263.8,4671.2,5372.7,6051.7,6737.4,7404.5,7822.6,8445.2,8996.7,9478.2,9877.5,10007.5,10312.8,10618.5,10901.9,10970.1,
Leading the Way,Lct_BB009,Number,SPM,St. Asaph,53.256682,-3.469149,107.5,106.3,111.8,114.7,120.9,87.6,92.2,99.6,110.2,122.2,132.4,150.0,171.6,195.9,235.0,228.0,261.8,294.6,327.9,360.4,426.1,459.6,490.0,515.6,537.3,542.0,558.8,575.9,589.9,593.6,
Leading the Way,Lct_BB009,Number,SPM,Trawsfynydd,52.9289282,-3.950628157,460.8,476.3,493.1,511.9,534.8,390.6,411.6,447.4,492.0,548.4,595.0,674.4,768.5,876.1,1052.6,1011.6,1162.8,1309.5,1458.5,1603.1,1870.4,2018.8,2150.2,2265.0,2360.2,2375.8,2448.0,2521.5,2588.4,2604.6,
Leading the Way,Lct_BB009,Number,SPM,Wylfa,53.413644,-4.482279,399.3,408.3,424.3,439.1,459.7,334.5,353.5,384.2,421.1,470.2,503.9,572.0,651.4,743.2,892.2,819.7,942.9,1061.6,1182.5,1299.9,1470.2,1586.9,1690.0,1779.8,1855.4,1850.2,1907.3,1963.9,2015.3,2027.9,
Leading the Way,Lct_BB009,Number,SPN,Beddington (_J),51.37403,-0.12918,4484.9,4614.4,4785.2,4971.5,5195.6,5475.3,5771.1,6278.1,6885.7,7681.4,8350.1,9480.8,10795.7,12314.5,14789.7,15854.9,18235.3,20537.8,22865.2,25130.1,24890.7,26870.1,28623.5,30153.7,31424.7,30536.6,31467.4,32398.0,33262.1,33470.1,
Leading the Way,Lct_BB009,Number,SPN,Bolney,50.97437307,-0.236485757,4953.4,5090.8,5278.4,5485.7,5732.2,5999.0,6324.5,6878.9,7545.3,8417.3,9271.1,10526.7,11986.8,13673.4,16420.7,17924.2,20614.3,23218.0,25848.9,28410.2,28940.5,31240.7,33280.5,35060.4,36536.4,35651.7,36739.2,37825.4,38835.0,39077.9,
Leading the Way,Lct_BB009,Number,SPN,Canterbury,51.29233519,1.094176117,4139.4,4257.2,4418.2,4589.8,4796.4,4977.9,5246.8,5707.4,6260.8,6983.9,7564.4,8589.0,9780.3,11155.7,13398.0,14195.4,16327.7,18388.3,20472.0,22501.6,22219.8,23986.1,25551.3,26918.2,28051.6,27199.7,28028.7,28857.9,29627.6,29812.9,
Leading the Way,Lct_BB009,Number,SPN,Chessington,51.34342592,-0.323348759,4316.0,4435.8,4598.9,4779.5,4996.0,5265.1,5549.1,6036.2,6620.0,7385.9,8028.4,9116.2,10380.0,11840.0,14219.8,15244.5,17533.9,19747.4,21985.4,24163.5,23931.9,25835.3,27522.5,28993.3,30215.4,29361.0,30257.5,31151.4,31983.8,32183.8,
Leading the Way,Lct_BB009,Number,SPN,Kemsley,51.36728936,0.74063934,3363.7,3457.6,3586.8,3727.0,3895.4,4179.2,4406.5,4792.0,5255.6,5863.0,6405.7,7272.5,8280.9,9446.8,11344.9,12273.2,14116.5,15899.1,17700.4,19455.4,19364.7,20904.8,22270.2,23460.9,24449.6,23798.9,24525.8,25249.6,25924.6,26086.7,
Leading the Way,Lct_BB009,Number,SPN,Kingsnorth,51.42001977,0.596217441,4423.5,4550.6,4719.3,4903.1,5126.0,5298.4,5584.9,6075.8,6663.8,7434.2,8062.6,9155.5,10424.6,11891.8,14281.7,15152.1,17426.9,19626.4,21851.8,24017.2,23795.0,25687.2,27363.8,28827.3,30041.7,29115.4,30003.6,30890.1,31714.7,31913.1,
Leading the Way,Lct_BB009,Number,SPN,Littlebrook (_J),51.46062061,0.244394454,4116.3,4235.9,4392.4,4565.5,4770.8,5026.9,5299.7,5764.3,6322.7,7053.5,7666.9,8705.4,9912.8,11308.2,13580.9,14559.0,16745.7,18859.4,20997.2,23077.7,22856.0,24674.0,26284.8,27690.8,28856.7,28041.3,28895.8,29750.0,30545.0,30736.0,
Leading the Way,Lct_BB009,Number,SPN,Ninfield,50.88069469,0.44950181,3617.1,3721.3,3859.1,4009.4,4190.2,4384.1,4621.7,5027.6,5515.2,6151.4,6775.8,7693.1,8760.7,9992.7,12000.7,13100.1,15066.6,16968.0,18891.9,20764.3,21151.4,22832.6,24323.0,25623.7,26702.7,26056.8,26851.7,27644.6,28382.7,28560.2,
Leading the Way,Lct_BB009,Number,SPN,Northfleet East,51.42795218,0.329731639,4423.5,4550.6,4722.1,4905.3,5126.0,5300.2,5586.6,6075.8,6665.3,7435.6,8064.0,9156.9,10426.0,11893.2,14284.5,15155.0,17429.8,19630.8,21856.3,24021.7,23799.5,25691.8,27368.5,28833.7,30048.2,29120.3,30010.2,30896.7,31721.4,31919.8,
Leading the Way,Lct_BB009,Number,SPN,Richborough,51.30873,1.3459,4147.0,4261.4,4421.1,4594.2,4801.9,4983.1,5253.6,5713.7,6266.8,6991.0,7572.9,8598.9,9791.4,11168.3,13413.5,14211.2,16345.1,18408.8,20495.7,22527.3,22244.2,24013.9,25581.1,26948.6,28084.1,27229.2,28060.1,28889.5,29661.0,29846.5,
Leading the Way,Lct_BB009,Number,SPN,Sellindge,51.10617282,0.977553686,4454.2,4580.4,4750.8,4936.2,5157.2,5308.9,5595.2,6086.8,6675.9,7447.0,8092.5,9189.1,10463.7,11935.2,14333.8,15208.4,17491.9,19699.3,21931.9,24106.2,24002.0,25910.8,27602.6,29079.5,30303.1,29377.4,30273.9,31169.7,32002.1,32202.3,
Leading the Way,Lct_BB009,Number,SPN,West Weybridge,51.34804709,-0.489078811,4124.0,4244.4,4403.9,4574.3,4781.7,5039.2,5311.7,5777.0,6336.3,7069.1,7683.9,8725.0,9935.1,11332.0,13610.5,14590.8,16781.9,18900.2,21043.2,23127.5,22906.2,24727.9,26341.3,27751.5,28920.0,28101.9,28960.1,29816.6,30611.8,30803.3,
Leading the Way,Lct_BB009,Number,West Midlands,Bishops Wood,52.31249689,-2.242735448,4469.6,4597.4,4768.0,4953.9,5177.3,5501.6,5798.4,6306.6,6917.4,7716.9,8404.2,9542.5,10865.4,12394.3,14885.4,16006.4,18410.3,20734.6,23084.8,25372.9,25164.7,27166.2,28939.2,30487.3,31770.5,30903.4,31846.6,32787.4,33663.1,33873.7,
Leading the Way,Lct_BB009,Number,West Midlands,Bushbury,52.63622392,-2.114755279,3448.2,3546.9,3675.6,3819.7,3992.4,4242.2,4471.4,4863.1,5334.1,5951.1,6479.7,7358.0,8378.5,9557.4,11477.2,12342.5,14196.0,15988.1,17799.9,19563.9,19404.3,20948.0,22314.2,23507.2,24498.3,23828.4,24555.4,25282.9,25958.0,26120.3,
Leading the Way,Lct_BB009,Number,West Midlands,Bustleholme,52.55295117,-1.96402348,3333.0,3423.6,3552.4,3689.5,3856.9,4025.0,4242.5,4614.9,5062.4,5647.0,6150.9,6985.1,7953.1,9071.8,10896.0,11677.2,13431.0,15126.3,16839.9,18508.3,18447.0,19914.7,21214.7,22348.3,23290.6,22603.7,23292.7,23981.4,24621.1,24775.1,
Leading the Way,Lct_BB009,Number,West Midlands,Cellarhead,53.04114256,-2.085759001,4753.7,4890.9,5071.9,5269.4,5507.0,5802.9,6117.8,6652.8,7297.7,8141.7,8878.2,10080.8,11479.1,13094.0,15725.5,16896.8,19432.8,21886.6,24366.7,26781.5,26730.7,28856.5,30739.1,32383.6,33747.6,32891.1,33895.6,34897.8,35828.8,36052.9,
Leading the Way,Lct_BB009,Number,West Midlands,Feckenham,52.25241222,-1.972149927,3494.3,3598.0,3730.1,3877.0,4051.0,4228.2,4457.7,4848.9,5317.5,5932.6,6462.6,7338.4,8354.8,9530.8,11446.2,12267.4,14109.3,15890.4,17691.5,19444.8,19379.9,20921.7,22285.9,23478.4,24467.4,23744.9,24469.7,25193.1,25866.1,26027.8,
Leading the Way,Lct_BB009,Number,West Midlands,Hams Hall,52.52866093,-1.708745398,3763.1,3865.9,4011.1,4166.1,4355.0,4545.3,4790.7,5211.0,5715.9,6375.8,6946.6,7886.6,8979.6,10243.2,12301.8,13185.2,15165.0,17078.8,19015.0,20898.6,20830.3,22485.6,23953.9,25234.3,26296.8,25521.4,26301.2,27078.7,27801.1,27975.0,
Leading the Way,Lct_BB009,Number,West Midlands,Ironbridge,52.63248419,-2.509970581,3432.8,3525.7,3658.4,3802.0,3972.3,4186.2,4413.3,4799.9,5264.6,5872.9,6405.7,7273.9,8282.3,9446.8,11346.3,12189.5,14021.0,15791.2,17580.3,19322.6,19285.6,20818.4,22177.5,23363.5,24347.3,23730.2,24454.9,25178.1,25849.4,26011.0,
Leading the Way,Lct_BB009,Number,West Midlands,Kitwell,52.43127575,-2.013224829,3286.9,3381.1,3506.5,3643.1,3807.4,4044.3,4263.0,4637.1,5086.5,5674.0,6179.3,7015.9,7989.3,9113.8,10945.2,11769.6,13536.6,15245.8,16973.4,18656.1,18503.3,19974.8,21277.6,22417.0,23360.4,22723.2,23416.3,24107.9,24751.5,24906.3,
Leading the Way,Lct_BB009,Number,West Midlands,Nechells,52.50702,-1.85117,4461.9,4584.7,4756.5,4942.8,5164.5,5391.3,5682.3,6181.7,6780.0,7563.5,8239.1,9354.6,10652.0,12150.7,14592.7,15639.9,17988.0,20259.3,22555.1,24790.8,24708.1,26672.7,28413.0,29933.5,31194.2,30273.0,31197.1,32120.0,32976.3,33182.6,
Leading the Way,Lct_BB009,Number,West Midlands,Ocker Hill,52.54100585,-2.033113046,2426.8,2500.7,2591.9,2692.1,2814.8,2989.9,3151.1,3427.6,3759.8,4195.1,4567.9,5186.2,5905.5,6736.0,8090.0,8700.2,10006.3,11269.2,12547.6,13791.1,13677.4,14765.2,15728.5,16570.1,17268.3,16797.6,17308.8,17821.7,18296.2,18410.7,
Leading the Way,Lct_BB009,Number,West Midlands,Oldbury,52.49854855,-2.022349724,2703.3,2777.2,2881.5,2994.4,3129.8,3324.4,3504.7,3811.8,4180.9,4664.0,5079.0,5766.7,6566.7,7490.3,8996.3,9672.8,11125.7,12530.6,13951.2,15333.9,15208.4,16416.9,17489.2,18424.9,19199.9,18675.6,19245.7,19815.6,20343.3,20470.5,
Leading the Way,Lct_BB009,Number,West Midlands,Penn,52.55648413,-2.208344789,3210.1,3304.5,3426.2,3559.3,3721.4,3969.0,4184.4,4551.7,4991.4,5568.9,6081.1,6905.2,7862.4,8969.6,10772.2,11629.6,13376.0,15065.0,16773.1,18434.4,18358.7,19819.1,21112.6,22241.4,23178.6,22536.5,23225.1,23911.5,24549.3,24702.8,
Leading the Way,Lct_BB009,Number,West Midlands,Rugeley,52.75378418,-1.912625335,3432.8,3529.9,3658.4,3802.0,3974.1,4187.9,4413.3,4801.5,5266.1,5874.3,6407.1,7273.9,8283.6,9448.2,11347.7,12192.4,14022.5,15794.1,17583.2,19325.7,19288.6,20823.0,22180.7,23368.3,24352.2,23735.1,24458.2,25181.4,25854.4,26016.1,
Leading the Way,Lct_BB009,Number,West Midlands,Shrewsbury,52.70966561,-2.692681176,3494.3,3593.7,3727.3,3872.6,4047.4,4265.0,4497.0,4890.0,5364.2,5983.7,6525.2,7409.9,8437.1,9624.6,11558.8,12419.0,14284.2,16087.2,17909.6,19684.6,19647.8,21210.1,22593.8,23802.5,24805.1,24175.5,24913.1,25650.7,26335.6,26500.3,
Leading the Way,Lct_BB009,Number,West Midlands,Walham,51.87163467,-2.266205911,4262.2,4384.8,4547.2,4724.4,4937.4,5088.2,5362.9,5833.9,6398.1,7137.3,7746.6,8795.2,10014.6,11424.4,13720.3,14567.7,16754.4,18869.6,21009.1,23091.3,22933.6,24757.2,26372.7,27783.4,28954.1,28056.0,28912.3,29766.6,30561.7,30752.8,
Leading the Way,Lct_BB009,Number,West Midlands,Willenhall,52.57678822,-2.05975753,3640.2,3742.6,3884.9,4035.9,4217.7,4480.4,4722.4,5136.6,5634.4,6284.9,6844.1,7771.6,8849.9,10094.8,12123.1,13036.6,14994.3,16887.8,18801.3,20664.8,20495.5,22126.2,23569.1,24830.4,25876.4,25169.4,25936.8,26704.3,27416.8,27588.3,
